features,dataset,query,ref,corr,fa,miss,p_fa,p_miss,mtwv
20210225-Large-0FT_transformer-L11,wrm-pd,T35-W-2,3,3,11,0,0.009228187919463088,0,0.9678468764282794
20210225-Large-0FT_transformer-L11,wrm-pd,T35-W-3,6,6,55,0,0.04625735912531539,0,0.83882874980029
20210225-Large-0FT_transformer-L11,wrm-pd,T35-W-4,10,10,36,0,0.030379746835443037,0,0.8941499931945012
20210225-Large-0FT_transformer-L11,wrm-pd,T35-W-5,2,2,37,0,0.03101424979044426,0,0.8919392393502119
20210225-Large-0FT_transformer-L11,wrm-pd,T35-W-6,3,2,5,1,0.004191114836546521,0.33333333333333337,0.652063861173452
20210225-Large-0FT_transformer-L11,wrm-pd,T35-W-7,1,1,2,0,0.0016750418760469012,0,0.994163769864856
20210225-Large-0FT_transformer-L11,wrm-pd,T35-W-8,1,1,99,0,0.0829145728643216,0,0.711106608310369
20210225-Large-0FT_transformer-L11,wrm-pd,T35-W-9,1,1,20,0,0.01675041876046901,0,0.9416376986485594
20210225-Large-0FT_transformer-L11,wrm-pd,T36-W-1,1,1,27,0,0.022613065326633167,0,0.9212108931755552
20210225-Large-0FT_transformer-L11,wrm-pd,T36-W-10,7,7,56,0,0.04713804713804714,0,0.8357602307423095
20210225-Large-0FT_transformer-L11,wrm-pd,T36-W-11,2,1,46,1,0.038525963149078725,0.5,0.36576670689168667
20210225-Large-0FT_transformer-L11,wrm-pd,T36-W-2,1,1,16,0,0.01340033500837521,0,0.9533101589188475
20210225-Large-0FT_transformer-L11,wrm-pd,T36-W-3,1,1,8,0,0.006700167504187605,0,0.9766550794594238
20210225-Large-0FT_transformer-L11,wrm-pd,T36-W-4,1,1,25,0,0.020938023450586266,0,0.9270471233106993
20210225-Large-0FT_transformer-L11,wrm-pd,T36-W-5,2,2,22,0,0.018440905280804692,0,0.9357476558298558
20210225-Large-0FT_transformer-L11,wrm-pd,T36-W-6,2,2,14,0,0.01173512154233026,0,0.9591121446189991
20210225-Large-0FT_transformer-L11,wrm-pd,T36-W-7,1,1,19,0,0.015912897822445562,0,0.9445558137161314
20210225-Large-0FT_transformer-L11,wrm-pd,T36-W-8,2,2,56,0,0.04694048616932104,0,0.8364485784759965
20210225-Large-0FT_transformer-L11,wrm-pd,T36-W-9,1,1,2,0,0.0016750418760469012,0,0.994163769864856
bnf,wrm-pd,T01-W-1,4,3,41,1,0.034395973154362415,0.25,0.6301565394144957
bnf,wrm-pd,T01-W-10,7,5,72,2,0.06050420168067227,0.2857142857142857,0.503475196530225
bnf,wrm-pd,T01-W-11,1,0,31,1,0.02594142259414226,1,-0.09038586703858664
bnf,wrm-pd,T01-W-12,2,2,16,0,0.013411567476948869,0,0.9532710224217132
bnf,wrm-pd,T01-W-13,5,4,13,1,0.0109151973131822,0.19999999999999996,0.7619689487163284
bnf,wrm-pd,T01-W-14,2,0,122,2,0.10209205020920502,1,-0.35571212189379287
bnf,wrm-pd,T01-W-15,1,1,3,0,0.002512562814070352,0,0.9912456547972839
bnf,wrm-pd,T01-W-16,1,1,4,0,0.0033500837520938024,0,0.9883275397297119
bnf,wrm-pd,T01-W-17,1,1,3,0,0.002512562814070352,0,0.9912456547972839
bnf,wrm-pd,T01-W-18,1,1,4,0,0.0033500837520938024,0,0.9883275397297119
bnf,wrm-pd,T01-W-2,1,1,37,0,0.03098827470686767,0,0.8920297424998349
bnf,wrm-pd,T01-W-3,4,0,145,4,0.12133891213389121,1,-0.4227726038901636
bnf,wrm-pd,T01-W-4,4,2,104,2,0.08717518860016764,0.5,0.19626164574113636
bnf,wrm-pd,T01-W-5,7,3,31,4,0.026006711409395974,0.5714285714285714,0.3379580803238522
bnf,wrm-pd,T01-W-6,4,2,116,2,0.0972338642078793,0.5,0.16121491255742126
bnf,wrm-pd,T01-W-7,69,28,42,41,0.03598971722365039,0.5942028985507246,0.28040067093633436
bnf,wrm-pd,T01-W-8,30,8,40,22,0.03369839932603201,0.7333333333333334,0.149253713316001
bnf,wrm-pd,T01-W-9,1,1,1,0,8.375209380234506e-4,0,0.997081884932428
bnf,wrm-pd,T02-W-1,16,16,56,0,0.04749787955894826,0,0.8345064920456859
bnf,wrm-pd,T02-W-10,2,2,11,0,0.009220452640402346,0,0.9678738279149279
bnf,wrm-pd,T02-W-11,1,1,2,0,0.0016750418760469012,0,0.994163769864856
bnf,wrm-pd,T02-W-12,2,1,39,1,0.032663316582914576,0.5,0.3861935123646908
bnf,wrm-pd,T02-W-13,2,0,17,2,0.014225941422594143,1,-0.04956644321470893
bnf,wrm-pd,T02-W-14,2,2,40,0,0.03352891869237217,0,0.8831775560542832
bnf,wrm-pd,T02-W-15,2,1,17,1,0.01423785594639866,0.5,0.4503920438512755
bnf,wrm-pd,T02-W-2,6,6,99,0,0.0832632464255677,0,0.7098917496405219
bnf,wrm-pd,T02-W-3,3,3,54,0,0.04530201342281879,0,0.8421573933751895
bnf,wrm-pd,T02-W-4,5,5,63,0,0.052941176470588235,0,0.8155407969639469
bnf,wrm-pd,T02-W-5,2,2,58,0,0.04861693210393965,0,0.8306074562787107
bnf,wrm-pd,T02-W-6,6,6,44,0,0.03700588730025231,0,0.8710629998402319
bnf,wrm-pd,T02-W-7,1,1,34,0,0.02847571189279732,0,0.900784087702551
bnf,wrm-pd,T02-W-8,1,1,54,0,0.04522613065326633,0,0.8424217863511104
bnf,wrm-pd,T02-W-9,2,2,16,0,0.013411567476948869,0,0.9532710224217132
bnf,wrm-pd,T03-W-1,3,3,39,0,0.03271812080536913,0,0.8860025618820813
bnf,wrm-pd,T03-W-2,1,1,92,0,0.07705192629815745,0,0.7315334137833733
bnf,wrm-pd,T03-W-3,7,7,30,0,0.025252525252525252,0,0.9120144093262372
bnf,wrm-pd,T03-W-4,1,1,48,0,0.04020100502512563,0,0.85993047675654255
bnf,wrm-pd,T03-W-5,1,1,11,0,0.009212730318257957,0,0.9679007342567076
bnf,wrm-pd,T03-W-6,2,2,15,0,0.012573344509639563,0,0.9561915835203562
bnf,wrm-pd,T04-W-1,3,3,100,0,0.08389261744966443,0,0.7076988766207212
bnf,wrm-pd,T04-W-10,1,1,8,0,0.006700167504187605,0,0.9766550794594238
bnf,wrm-pd,T04-W-2,2,0,3,2,0.002510460251046025,1,-0.008747019390831001
bnf,wrm-pd,T04-W-3,15,8,65,7,0.05475989890480202,0.4666666666666667,0.3425372841385016
bnf,wrm-pd,T04-W-4,1,1,22,0,0.018425460636515914,0,0.9358014685134153
bnf,wrm-pd,T04-W-5,1,1,15,0,0.01256281407035176,0,0.9562282739864195
bnf,wrm-pd,T04-W-6,1,1,14,0,0.011725293132328308,0,0.9591463890539916
bnf,wrm-pd,T04-W-7,1,1,32,0,0.02680067001675042,0,0.906620317837695
bnf,wrm-pd,T04-W-8,8,1,41,7,0.03433835845896147,0.875,0.005357282229546789
bnf,wrm-pd,T04-W-9,4,0,11,4,0.009205020920502092,1,-0.03207240443304693
bnf,wrm-pd,T05-W-1,3,1,1,2,8.375209380234506e-4,0.6666666666666667,0.33041521826576126
bnf,wrm-pd,T05-W-2,1,1,31,0,0.025963149078726967,0,0.909538432905267
bnf,wrm-pd,T05-W-3,1,1,8,0,0.006700167504187605,0,0.9766550794594238
bnf,wrm-pd,T06-W-1,1,0,1,1,8.368200836820083e-4,1,-0.0029156731302770744
bnf,wrm-pd,T06-W-10,2,2,11,0,0.009220452640402346,0,0.9678738279149279
bnf,wrm-pd,T06-W-11,6,5,99,1,0.08319327731092437,0.16666666666666663,0.5434688714195356
bnf,wrm-pd,T06-W-12,2,2,14,0,0.01173512154233026,0,0.9591121446189991
bnf,wrm-pd,T06-W-2,1,1,140,0,0.11725293132328309,0,0.5914638905399159
bnf,wrm-pd,T06-W-3,1,0,3,1,0.002510460251046025,1,-0.008747019390831001
bnf,wrm-pd,T06-W-4,2,2,147,0,0.12321877619446772,0,0.5706775184994908
bnf,wrm-pd,T06-W-5,1,1,1,0,8.375209380234506e-4,0,0.997081884932428
bnf,wrm-pd,T06-W-6,1,1,0,0,0,0,1
bnf,wrm-pd,T06-W-7,23,9,36,14,0.03035413153456998,0.6086956521739131,0.2855435906047411
bnf,wrm-pd,T06-W-8,8,2,21,6,0.01760268231349539,0.75,0.18866821692849867
bnf,wrm-pd,T06-W-9,1,1,55,0,0.046063651591289785,0,0.8395036712835383
bnf,wrm-pd,T07-W-1,1,1,3,0,0.002512562814070352,0,0.9912456547972839
bnf,wrm-pd,T07-W-2,1,1,38,0,0.031825795644891124,0,0.8891116274322629
bnf,wrm-pd,T07-W-3,2,1,1,1,8.375209380234506e-4,0.5,0.497081884932428
bnf,wrm-pd,T07-W-4,2,2,31,0,0.025984911986588432,0,0.9094626059420695
bnf,wrm-pd,T07-W-5,1,1,27,0,0.022613065326633167,0,0.9212108931755552
bnf,wrm-pd,T07-W-6,1,0,23,1,0.019246861924686193,1,-0.06706048199637071
bnf,wrm-pd,T08-W-1,8,8,86,0,0.07245155855096883,0,0.7475621502960688
bnf,wrm-pd,T08-W-10,1,1,47,0,0.03936348408710218,0,0.8628485918241147
bnf,wrm-pd,T08-W-11,1,1,1,0,8.375209380234506e-4,0,0.997081884932428
bnf,wrm-pd,T08-W-12,1,1,11,0,0.009212730318257957,0,0.9679007342567076
bnf,wrm-pd,T08-W-2,1,1,13,0,0.010887772194304857,0,0.9620645041215636
bnf,wrm-pd,T08-W-3,1,1,50,0,0.04187604690117253,0,0.8540942466213985
bnf,wrm-pd,T08-W-4,1,1,21,0,0.017587939698492462,0,0.9387195835809874
bnf,wrm-pd,T08-W-5,1,1,35,0,0.02931323283082077,0,0.8978659726349789
bnf,wrm-pd,T08-W-6,2,1,23,1,0.019262981574539362,0.5,0.4328833534458433
bnf,wrm-pd,T08-W-7,2,2,10,0,0.008382229673093043,0,0.9707943890135708
bnf,wrm-pd,T08-W-8,1,1,0,0,0,0,1
bnf,wrm-pd,T08-W-9,1,1,25,0,0.020938023450586266,0,0.9270471233106993
bnf,wrm-pd,T09-W-1,1,1,2,0,0.0016750418760469012,0,0.994163769864856
bnf,wrm-pd,T09-W-10,1,1,8,0,0.006700167504187605,0,0.9766550794594238
bnf,wrm-pd,T09-W-11,1,0,13,1,0.010878661087866108,1,-0.03790375069360086
bnf,wrm-pd,T09-W-2,2,2,18,0,0.015088013411567477,0,0.9474299002244274
bnf,wrm-pd,T09-W-3,1,1,2,0,0.0016750418760469012,0,0.994163769864856
bnf,wrm-pd,T09-W-4,1,1,5,0,0.0041876046901172526,0,0.9854094246621399
bnf,wrm-pd,T09-W-5,7,7,65,0,0.054713804713804715,0,0.8093645535401808
bnf,wrm-pd,T09-W-6,1,1,22,0,0.018425460636515914,0,0.9358014685134153
bnf,wrm-pd,T09-W-7,1,1,19,0,0.015912897822445562,0,0.9445558137161314
bnf,wrm-pd,T09-W-8,1,1,4,0,0.0033500837520938024,0,0.9883275397297119
bnf,wrm-pd,T09-W-9,1,1,0,0,0,0,1
bnf,wrm-pd,T10-W-1,19,17,107,2,0.09083191850594227,0.10526315789473684,0.5782576020349173
bnf,wrm-pd,T10-W-2,2,2,10,0,0.008382229673093043,0,0.9707943890135708
bnf,wrm-pd,T10-W-3,3,3,52,0,0.0436241610738255,0,0.848003415842775
bnf,wrm-pd,T10-W-4,2,1,104,1,0.08710217755443886,0.5,0.19651603297250886
bnf,wrm-pd,T10-W-5,1,1,6,0,0.005025125628140704,0,0.9824913095945679
bnf,wrm-pd,T10-W-6,5,1,8,4,0.006700167504187605,0.8,0.17665507945942371
bnf,wrm-pd,T11-W-1,1,0,9,1,0.007531380753138075,1,-0.026241058172493004
bnf,wrm-pd,T11-W-2,1,1,35,0,0.02931323283082077,0,0.8978659726349789
bnf,wrm-pd,T11-W-3,1,0,8,1,0.0066945606694560665,1,-0.02332538504221593
bnf,wrm-pd,T11-W-4,2,2,39,0,0.03269069572506287,0,0.8860981171529261
bnf,wrm-pd,T11-W-5,1,1,5,0,0.0041876046901172526,0,0.9854094246621399
bnf,wrm-pd,T11-W-6,2,2,59,0,0.04945515507124895,0,0.8276868951800678
bnf,wrm-pd,T12-W-1,1,1,4,0,0.0033500837520938024,0,0.9883275397297119
bnf,wrm-pd,T12-W-10,1,0,9,1,0.007531380753138075,1,-0.026241058172493004
bnf,wrm-pd,T12-W-11,1,1,0,0,0,0,1
bnf,wrm-pd,T12-W-12,1,1,61,0,0.05108877721943048,0,0.8219949808781062
bnf,wrm-pd,T12-W-2,1,1,3,0,0.002512562814070352,0,0.9912456547972839
bnf,wrm-pd,T12-W-3,1,1,8,0,0.006700167504187605,0,0.9766550794594238
bnf,wrm-pd,T12-W-4,1,1,3,0,0.002512562814070352,0,0.9912456547972839
bnf,wrm-pd,T12-W-5,1,1,30,0,0.02512562814070352,0,0.9124565479728391
bnf,wrm-pd,T12-W-6,1,1,1,0,8.375209380234506e-4,0,0.997081884932428
bnf,wrm-pd,T12-W-7,1,0,0,1,0,1,0
bnf,wrm-pd,T12-W-8,1,1,1,0,8.375209380234506e-4,0,0.997081884932428
bnf,wrm-pd,T12-W-9,1,1,2,0,0.0016750418760469012,0,0.994163769864856
bnf,wrm-pd,T13-W-1,1,0,11,1,0.009205020920502092,1,-0.03207240443304693
bnf,wrm-pd,T13-W-2,1,0,0,1,0,1,0
bnf,wrm-pd,T13-W-3,1,1,4,0,0.0033500837520938024,0,0.9883275397297119
bnf,wrm-pd,T13-W-4,1,1,2,0,0.0016750418760469012,0,0.994163769864856
bnf,wrm-pd,T13-W-5,2,0,0,2,0,1,0
bnf,wrm-pd,T13-W-6,1,1,4,0,0.0033500837520938024,0,0.9883275397297119
bnf,wrm-pd,T14-W-1,1,0,0,1,0,1,0
bnf,wrm-pd,T14-W-2,1,1,0,0,0,0,1
bnf,wrm-pd,T14-W-3,2,2,19,0,0.01592623637887678,0,0.9445093391257845
bnf,wrm-pd,T14-W-4,1,1,22,0,0.018425460636515914,0,0.9358014685134153
bnf,wrm-pd,T15-W-1,1,1,2,0,0.0016750418760469012,0,0.994163769864856
bnf,wrm-pd,T15-W-2,1,1,33,0,0.02763819095477387,0,0.903702202770123
bnf,wrm-pd,T15-W-3,1,1,22,0,0.018425460636515914,0,0.9358014685134153
bnf,wrm-pd,T15-W-4,1,1,64,0,0.05360134003350084,0,0.8132406356753901
bnf,wrm-pd,T15-W-5,1,1,149,0,0.12479061976549413,0,0.5652008549317675
bnf,wrm-pd,T15-W-6,1,1,10,0,0.008375209380234505,0,0.9708188493242798
bnf,wrm-pd,T16-W-1,1,1,15,0,0.01256281407035176,0,0.9562282739864195
bnf,wrm-pd,T16-W-2,1,1,40,0,0.03350083752093802,0,0.8832753972971188
bnf,wrm-pd,T16-W-3,1,0,14,1,0.011715481171548118,1,-0.04081942382387793
bnf,wrm-pd,T16-W-4,1,1,25,0,0.020938023450586266,0,0.9270471233106993
bnf,wrm-pd,T17-W-1,1,1,109,0,0.09128978224455611,0,0.6819254576346487
bnf,wrm-pd,T17-W-10,1,1,7,0,0.005862646566164154,0,0.9795731945269958
bnf,wrm-pd,T17-W-11,1,0,3,1,0.002510460251046025,1,-0.008747019390831001
bnf,wrm-pd,T17-W-2,4,4,33,0,0.027707808564231738,0,0.903459639049141
bnf,wrm-pd,T17-W-3,1,1,33,0,0.02763819095477387,0,0.903702202770123
bnf,wrm-pd,T17-W-4,1,1,58,0,0.048576214405360134,0,0.8307493260808223
bnf,wrm-pd,T17-W-5,1,1,16,0,0.01340033500837521,0,0.9533101589188475
bnf,wrm-pd,T17-W-6,1,1,51,0,0.04271356783919598,0,0.8511761315538264
bnf,wrm-pd,T17-W-7,1,1,94,0,0.07872696817420435,0,0.7256971836482292
bnf,wrm-pd,T17-W-8,3,3,0,0,0,0,1
bnf,wrm-pd,T17-W-9,1,1,19,0,0.015912897822445562,0,0.9445558137161314
bnf,wrm-pd,T18-W-1,2,0,75,2,0.06276150627615062,1,-0.21867548477077436
bnf,wrm-pd,T18-W-10,1,1,69,0,0.05778894472361809,0,0.7986500603375299
bnf,wrm-pd,T18-W-11,1,1,5,0,0.0041876046901172526,0,0.9854094246621399
bnf,wrm-pd,T18-W-12,1,1,40,0,0.03350083752093802,0,0.8832753972971188
bnf,wrm-pd,T18-W-13,1,1,7,0,0.005862646566164154,0,0.9795731945269958
bnf,wrm-pd,T18-W-14,1,1,135,0,0.11306532663316583,0,0.606054465877776
bnf,wrm-pd,T18-W-15,1,0,16,1,0.013389121338912133,1,-0.04665077008443186
bnf,wrm-pd,T18-W-16,1,1,17,0,0.01423785594639866,0,0.9503920438512755
bnf,wrm-pd,T18-W-2,1,1,26,0,0.021775544388609715,0,0.9241290082431273
bnf,wrm-pd,T18-W-3,1,1,5,0,0.0041876046901172526,0,0.9854094246621399
bnf,wrm-pd,T18-W-4,1,1,0,0,0,0,1
bnf,wrm-pd,T18-W-5,3,2,57,1,0.04777870913663034,0.33333333333333337,0.5001946840440202
bnf,wrm-pd,T18-W-6,1,1,61,0,0.05108877721943048,0,0.8219949808781062
bnf,wrm-pd,T18-W-7,4,3,16,1,0.013422818791946308,0.25,0.7032318202593154
bnf,wrm-pd,T18-W-8,1,1,0,0,0,0,1
bnf,wrm-pd,T18-W-9,1,0,33,1,0.027615062761506277,1,-0.09621721329914079
bnf,wrm-pd,T19-W-1,1,1,2,0,0.0016750418760469012,0,0.994163769864856
bnf,wrm-pd,T19-W-10,2,2,20,0,0.016764459346186086,0,0.9415887780271416
bnf,wrm-pd,T19-W-11,4,4,39,0,0.0327455919395466,0,0.8859068461489847
bnf,wrm-pd,T19-W-12,1,1,115,0,0.09631490787269682,0,0.6644167672292165
bnf,wrm-pd,T19-W-13,2,2,12,0,0.010058675607711651,0,0.964953266816285
bnf,wrm-pd,T19-W-14,1,1,56,0,0.04690117252931323,0,0.8365855562159663
bnf,wrm-pd,T19-W-15,1,0,0,1,0,1,0
bnf,wrm-pd,T19-W-16,2,2,97,0,0.08130762782900251,0,0.7167055734316368
bnf,wrm-pd,T19-W-17,1,1,33,0,0.02763819095477387,0,0.903702202770123
bnf,wrm-pd,T19-W-18,1,1,60,0,0.05025125628140704,0,0.8249130959456782
bnf,wrm-pd,T19-W-2,1,1,9,0,0.007537688442211055,0,0.9737369643918518
bnf,wrm-pd,T19-W-3,2,2,8,0,0.006705783738474434,0,0.9766355112108567
bnf,wrm-pd,T19-W-4,1,1,22,0,0.018425460636515914,0,0.9358014685134153
bnf,wrm-pd,T19-W-5,1,1,29,0,0.024288107202680067,0,0.9153746630404112
bnf,wrm-pd,T19-W-6,4,4,11,0,0.009235936188077247,0,0.967819879683047
bnf,wrm-pd,T19-W-7,1,1,63,0,0.052763819095477386,0,0.8161587507429622
bnf,wrm-pd,T19-W-8,25,25,71,0,0.06068376068376068,0,0.7885638574885887
bnf,wrm-pd,T19-W-9,3,1,29,2,0.024288107202680067,0.6666666666666667,0.2487079963737444
bnf,wrm-pd,T20-W-1,5,5,30,0,0.025210084033613446,0,0.9121622842685462
bnf,wrm-pd,T20-W-2,1,1,50,0,0.04187604690117253,0,0.8540942466213985
bnf,wrm-pd,T20-W-3,3,1,22,2,0.018425460636515914,0.6666666666666667,0.26913480184674854
bnf,wrm-pd,T20-W-4,1,1,7,0,0.005862646566164154,0,0.9795731945269958
bnf,wrm-pd,T20-W-5,2,2,65,0,0.054484492875104776,0,0.8101635285882102
bnf,wrm-pd,T20-W-6,1,1,174,0,0.1457286432160804,0,0.4922479782424668
bnf,wrm-pd,T20-W-7,10,5,33,5,0.02773109243697479,0.5,0.4033785126954007
bnf,wrm-pd,T20-W-8,3,1,2,2,0.0016750418760469012,0.6666666666666667,0.32749710319818925
bnf,wrm-pd,T21-W-1,1,1,83,0,0.0695142378559464,0,0.7577964493915215
bnf,wrm-pd,T21-W-2,1,0,61,1,0.05104602510460251,1,-0.17785606094689643
bnf,wrm-pd,T21-W-3,3,0,3,3,0.002510460251046025,1,-0.008747019390831001
bnf,wrm-pd,T22-W-1,2,2,7,0,0.00586756077116513,0,0.9795560723094996
bnf,wrm-pd,T22-W-2,2,2,7,0,0.00586756077116513,0,0.9795560723094996
bnf,wrm-pd,T22-W-3,1,0,28,1,0.023430962343096235,1,-0.08163884764775564
bnf,wrm-pd,T23-W-1,1,1,0,0,0,0,1
bnf,wrm-pd,T23-W-10,2,2,9,0,0.0075440067057837385,0,0.9737149501122138
bnf,wrm-pd,T23-W-11,1,1,36,0,0.03015075376884422,0,0.8949478575674069
bnf,wrm-pd,T23-W-2,2,0,33,2,0.027615062761506277,1,-0.09621721329914079
bnf,wrm-pd,T23-W-3,5,5,11,0,0.009243697478991597,0,0.9677928375651336
bnf,wrm-pd,T23-W-4,1,1,51,0,0.04271356783919598,0,0.8511761315538264
bnf,wrm-pd,T23-W-5,1,1,49,0,0.04103852596314908,0,0.8570123616889705
bnf,wrm-pd,T23-W-6,2,2,25,0,0.020955574182732608,0,0.926985972533927
bnf,wrm-pd,T23-W-7,2,2,36,0,0.030176026823134954,0,0.8948598004488548
bnf,wrm-pd,T23-W-8,2,2,56,0,0.04694048616932104,0,0.8364485784759965
bnf,wrm-pd,T23-W-9,1,1,36,0,0.03015075376884422,0,0.8949478575674069
bnf,wrm-pd,T24-W-1,1,1,0,0,0,0,1
bnf,wrm-pd,T24-W-2,7,2,17,5,0.014249790444258172,0.7142857142857143,0.23606474703735603
bnf,wrm-pd,T24-W-3,6,5,47,1,0.03949579831932773,0.16666666666666663,0.6957209120207223
bnf,wrm-pd,T24-W-4,1,1,6,0,0.005025125628140704,0,0.9824913095945679
bnf,wrm-pd,T25-W-1,5,5,69,0,0.05798319327731093,0,0.797973253817656
bnf,wrm-pd,T25-W-2,6,5,8,1,0.0067226890756302525,0.16666666666666663,0.8099099424716123
bnf,wrm-pd,T26-W-1,1,0,0,1,0,1,0
bnf,wrm-pd,T26-W-10,2,2,46,0,0.038558256496227995,0,0.8656541894624257
bnf,wrm-pd,T26-W-11,2,2,60,0,0.050293378038558254,0,0.8247663340814249
bnf,wrm-pd,T26-W-12,8,7,63,1,0.05303030303030303,0.125,0.6902302595850983
bnf,wrm-pd,T26-W-13,1,1,63,0,0.052763819095477386,0,0.8161587507429622
bnf,wrm-pd,T26-W-14,4,3,7,1,0.00587248322147651,0.25,0.7295389213634504
bnf,wrm-pd,T26-W-15,17,0,1,17,8.368200836820083e-4,1,-0.0029156731302770744
bnf,wrm-pd,T26-W-16,2,2,38,0,0.03185247275775356,0,0.889018678251569
bnf,wrm-pd,T26-W-17,7,6,6,1,0.005046257359125316,0.1428571428571429,0.8395605389392524
bnf,wrm-pd,T26-W-18,10,9,32,1,0.026981450252951095,0.09999999999999998,0.8059904380254704
bnf,wrm-pd,T26-W-2,20,19,173,1,0.14710884353741496,0.050000000000000044,0.4374390437178455
bnf,wrm-pd,T26-W-3,4,4,63,0,0.05289672544080604,0,0.81569567454836
bnf,wrm-pd,T26-W-4,8,8,103,0,0.08677337826453244,0,0.6976616451220359
bnf,wrm-pd,T26-W-5,5,5,40,0,0.03361344537815126,0,0.8828830456913949
bnf,wrm-pd,T26-W-6,1,1,0,0,0,0,1
bnf,wrm-pd,T26-W-7,4,4,25,0,0.020990764063811923,0,0.9268633629160159
bnf,wrm-pd,T26-W-8,2,2,15,0,0.012573344509639563,0,0.9561915835203562
bnf,wrm-pd,T26-W-9,1,1,7,0,0.005862646566164154,0,0.9795731945269958
bnf,wrm-pd,T27-W-1,8,2,86,6,0.07208717518860017,0.75,-0.0011682544832911645
bnf,wrm-pd,T27-W-2,7,7,36,0,0.030303030303030304,0,0.8944172911914847
bnf,wrm-pd,T27-W-3,1,1,7,0,0.005862646566164154,0,0.9795731945269958
bnf,wrm-pd,T27-W-4,1,1,8,0,0.006700167504187605,0,0.9766550794594238
bnf,wrm-pd,T27-W-5,3,3,61,0,0.051174496644295304,0,0.8216963147386399
bnf,wrm-pd,T27-W-6,3,2,10,1,0.008382229673093043,0.33333333333333337,0.6374610556802374
bnf,wrm-pd,T28-W-1,1,1,0,0,0,0,1
bnf,wrm-pd,T28-W-10,1,0,0,1,0,1,0
bnf,wrm-pd,T28-W-11,1,1,40,0,0.03350083752093802,0,0.8832753972971188
bnf,wrm-pd,T28-W-12,1,1,1,0,8.375209380234506e-4,0,0.997081884932428
bnf,wrm-pd,T28-W-13,1,1,12,0,0.010050251256281407,0,0.9649826191891356
bnf,wrm-pd,T28-W-14,2,2,20,0,0.016764459346186086,0,0.9415887780271416
bnf,wrm-pd,T28-W-15,1,0,0,1,0,1,0
bnf,wrm-pd,T28-W-16,2,2,37,0,0.03101424979044426,0,0.8919392393502119
bnf,wrm-pd,T28-W-17,18,12,28,6,0.023668639053254437,0.33333333333333337,0.5841996988398973
bnf,wrm-pd,T28-W-2,1,1,3,0,0.002512562814070352,0,0.9912456547972839
bnf,wrm-pd,T28-W-3,1,1,0,0,0,0,1
bnf,wrm-pd,T28-W-4,1,1,0,0,0,0,1
bnf,wrm-pd,T28-W-5,1,1,152,0,0.1273031825795645,0,0.5564465097290514
bnf,wrm-pd,T28-W-6,1,1,22,0,0.018425460636515914,0,0.9358014685134153
bnf,wrm-pd,T28-W-7,1,1,31,0,0.025963149078726967,0,0.909538432905267
bnf,wrm-pd,T28-W-8,1,1,3,0,0.002512562814070352,0,0.9912456547972839
bnf,wrm-pd,T28-W-9,1,0,0,1,0,1,0
bnf,wrm-pd,T29-W-1,1,1,1,0,8.375209380234506e-4,0,0.997081884932428
bnf,wrm-pd,T29-W-10,4,4,156,0,0.1309823677581864,0,0.5436273845959392
bnf,wrm-pd,T29-W-11,2,2,84,0,0.07041072925398156,0,0.7546728677139947
bnf,wrm-pd,T29-W-12,1,1,18,0,0.01507537688442211,0,0.9474739287837035
bnf,wrm-pd,T29-W-13,3,3,9,0,0.007550335570469799,0,0.9736928988958649
bnf,wrm-pd,T29-W-14,2,2,89,0,0.07460184409052809,0,0.7400700622207801
bnf,wrm-pd,T29-W-15,1,1,5,0,0.0041876046901172526,0,0.9854094246621399
bnf,wrm-pd,T29-W-16,5,5,35,0,0.029411764705882353,0,0.8975226649799705
bnf,wrm-pd,T29-W-17,4,0,0,4,0,1,0
bnf,wrm-pd,T29-W-18,4,4,20,0,0.016792611251049538,0,0.9414906903328127
bnf,wrm-pd,T29-W-19,2,2,80,0,0.06705783738474434,0,0.7663551121085664
bnf,wrm-pd,T29-W-2,1,0,1,1,8.368200836820083e-4,1,-0.0029156731302770744
bnf,wrm-pd,T29-W-20,2,2,5,0,0.004191114836546521,0,0.9853971945067854
bnf,wrm-pd,T29-W-21,5,5,36,0,0.030252100840336135,0,0.8945947411222553
bnf,wrm-pd,T29-W-22,1,1,85,0,0.0711892797319933,0,0.7519602192563775
bnf,wrm-pd,T29-W-23,1,1,0,0,0,0,1
bnf,wrm-pd,T29-W-3,1,1,0,0,0,0,1
bnf,wrm-pd,T29-W-4,2,2,24,0,0.020117351215423303,0,0.9299065336325699
bnf,wrm-pd,T29-W-5,3,1,1,2,8.375209380234506e-4,0.6666666666666667,0.33041521826576126
bnf,wrm-pd,T29-W-6,8,8,65,0,0.05475989890480202,0,0.8092039508051683
bnf,wrm-pd,T29-W-7,5,3,143,2,0.11996644295302013,0.4,0.18200939356763124
bnf,wrm-pd,T29-W-8,1,0,1,1,8.368200836820083e-4,1,-0.0029156731302770744
bnf,wrm-pd,T29-W-9,1,0,0,1,0,1,0
bnf,wrm-pd,T30-W-1,10,10,74,0,0.06244725738396625,0,0.7824194304553636
bnf,wrm-pd,T30-W-10,1,1,0,0,0,0,1
bnf,wrm-pd,T30-W-11,1,1,30,0,0.02512562814070352,0,0.9124565479728391
bnf,wrm-pd,T30-W-12,1,1,0,0,0,0,1
bnf,wrm-pd,T30-W-13,1,1,2,0,0.0016750418760469012,0,0.994163769864856
