features,dataset,query,ref,corr,fa,miss,p_fa,p_miss,mtwv
20210225-Large-0FT_transformer-L11,gbb-pd,T02-W-17,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T02-W-18,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T02-W-2,26,21,24,5,0.02569593147751606,0.1923076923076923,0.7181617880174211
20210225-Large-0FT_transformer-L11,gbb-pd,T02-W-3,11,9,123,2,0.13002114164904863,0.18181818181818177,0.3651583350383051
20210225-Large-0FT_transformer-L11,gbb-pd,T02-W-4,14,12,43,2,0.04559915164369035,0.1428571428571429,0.6982649527957911
20210225-Large-0FT_transformer-L11,gbb-pd,T02-W-5,2,2,4,0,0.004197271773347324,0,0.9853757423266275
20210225-Large-0FT_transformer-L11,gbb-pd,T02-W-6,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T02-W-7,40,23,14,17,0.015021459227467811,0.42500000000000004,0.5226617902687403
20210225-Large-0FT_transformer-L11,gbb-pd,T02-W-8,30,24,15,6,0.01611170784103115,0.19999999999999996,0.7438631140062137
20210225-Large-0FT_transformer-L11,gbb-pd,T02-W-9,11,10,10,1,0.010582010582010581,0.09090909090909094,0.8722207568085704
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-1,5,5,26,0,0.02736842105263158,0,0.9046421429918883
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-10,1,1,22,0,0.023060796645702306,0,0.9196508945545261
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-11,1,1,22,0,0.023060796645702306,0,0.9196508945545261
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-12,1,1,10,0,0.010482180293501049,0,0.9634776793429665
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-17,1,1,7,0,0.007337526205450734,0,0.9744343755400765
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-18,1,1,32,0,0.033542976939203356,0,0.8831285738974926
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-19,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-2,2,2,72,0,0.07555089192025184,0,0.7367633618792946
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-20,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-25,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-26,26,22,15,4,0.01607717041800643,0.15384615384615385,0.790137296464441
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-27,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-28,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-3,1,1,7,0,0.007337526205450734,0,0.9744343755400765
20210225-Large-0FT_transformer-L11,gbb-pd,T03-W-4,1,0,20,1,0.020942408376963352,1,-0.07296815477865981
20210225-Large-0FT_transformer-L11,gbb-pd,T05-W-1,1,1,11,0,0.011530398322851153,0,0.959825447277263
20210225-Large-0FT_transformer-L11,gbb-pd,T05-W-2,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T05-W-3,3,3,31,0,0.032563025210084036,0,0.8865429505135387
20210225-Large-0FT_transformer-L11,gbb-pd,T05-W-4,1,1,5,0,0.005241090146750524,0,0.9817388396714832
20210225-Large-0FT_transformer-L11,gbb-pd,T05-W-5,1,1,5,0,0.005241090146750524,0,0.9817388396714832
20210225-Large-0FT_transformer-L11,gbb-pd,T05-W-6,1,1,31,0,0.03249475890985325,0,0.8867808059631959
20210225-Large-0FT_transformer-L11,gbb-pd,T14-W-1,2,1,9,1,0.009433962264150943,0.5,0.4671299114086698
20210225-Large-0FT_transformer-L11,gbb-pd,T14-W-2,3,2,79,1,0.08289611752360965,0.33333333333333337,0.3778375776175593
20210225-Large-0FT_transformer-L11,gbb-pd,T14-W-3,2,2,105,0,0.11017838405036726,0,0.6161132360739713
20210225-Large-0FT_transformer-L11,gbb-pd,T14-W-4,1,1,12,0,0.012578616352201259,0,0.9561732152115597
20210225-Large-0FT_transformer-L11,gbb-pd,T14-W-5,2,2,25,0,0.026232948583420776,0,0.9085983895414217
20210225-Large-0FT_transformer-L11,gbb-pd,T14-W-6,1,1,48,0,0.050314465408805034,0,0.8246928608462388
20210225-Large-0FT_transformer-L11,gbb-pd,T15-W-10,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T15-W-7,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T15-W-8,1,0,14,1,0.014659685863874346,1,-0.051077708345061756
20210225-Large-0FT_transformer-L11,gbb-pd,T15-W-9,2,2,20,0,0.02098635886673662,0,0.9268787116331374
20210225-Large-0FT_transformer-L11,gbb-pd,T16-W-1,3,3,3,0,0.0031512605042016808,0,0.9890202855335682
20210225-Large-0FT_transformer-L11,gbb-pd,T16-W-2,1,1,25,0,0.02620545073375262,0,0.908694198357416
20210225-Large-0FT_transformer-L11,gbb-pd,T16-W-3,1,1,34,0,0.03563941299790356,0,0.8758241097660858
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-1,1,1,30,0,0.031446540880503145,0,0.8904330380288993
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-10,5,5,23,0,0.024210526315789474,0,0.9156449726466704
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-11,3,3,7,0,0.007352941176470588,0,0.9743806662449926
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-12,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-13,2,2,41,0,0.04302203567681007,0,0.8501013588479316
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-14,1,1,40,0,0.041928721174004195,0,0.8539107173718656
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-15,1,1,43,0,0.04507337526205451,0,0.8429540211747556
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-16,1,1,36,0,0.03773584905660377,0,0.8685196456346791
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-2,1,1,30,0,0.031446540880503145,0,0.8904330380288993
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-3,1,1,6,0,0.006289308176100629,0,0.9780866076057798
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-4,2,2,42,0,0.04407135362014691,0,0.8464452944295885
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-5,1,1,14,0,0.014675052410901468,0,0.948868751080153
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-6,1,1,21,0,0.0220125786163522,0,0.9233031266202295
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-7,29,18,61,11,0.06510138740661686,0.3793103448275862,0.39386148779616925
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-8,2,1,12,1,0.012578616352201259,0.5,0.45617321521155973
20210225-Large-0FT_transformer-L11,gbb-pd,T17-W-9,2,2,2,0,0.002098635886673662,0,0.9926878711633137
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-1,11,10,48,1,0.050793650793650794,0.09090909090909094,0.7321141781356835
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-10,1,1,59,0,0.06184486373165619,0,0.7845183081235019
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-11,1,1,8,0,0.008385744234800839,0,0.9707821434743731
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-12,1,1,7,0,0.007337526205450734,0,0.9744343755400765
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-13,5,5,12,0,0.01263157894736842,0,0.9559886813808716
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-14,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-15,1,1,9,0,0.009433962264150943,0,0.9671299114086698
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-16,1,1,99,0,0.10377358490566038,0,0.6384290254953675
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-17,3,3,10,0,0.01050420168067227,0,0.9634009517785609
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-18,1,1,6,0,0.006289308176100629,0,0.9780866076057798
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-2,1,1,39,0,0.040880503144654086,0,0.85756294943756906
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-3,1,1,29,0,0.03039832285115304,0,0.8940852700946026
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-4,2,2,6,0,0.0062959076600209865,0,0.9780636134899412
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-5,1,1,6,0,0.006289308176100629,0,0.9780866076057798
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-6,2,2,13,0,0.013641133263378805,0,0.9524711625615393
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-7,1,1,55,0,0.057651991614255764,0,0.7991272363863153
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-8,1,1,9,0,0.009433962264150943,0,0.9671299114086698
20210225-Large-0FT_transformer-L11,gbb-pd,T18-W-9,1,1,23,0,0.02410901467505241,0,0.9159986624888228
20210225-Large-0FT_transformer-L11,gbb-pd,T19-W-1,2,2,49,0,0.05141657922350472,0,0.8208528435011866
20210225-Large-0FT_transformer-L11,gbb-pd,T19-W-2,2,2,21,0,0.022035676810073453,0,0.9232226472147942
20210225-Large-0FT_transformer-L11,gbb-pd,T19-W-3,7,7,20,0,0.02109704641350211,0,0.9264930508295147
20210225-Large-0FT_transformer-L11,gbb-pd,T19-W-4,1,1,41,0,0.0429769392033543,0,0.8502584853061623
20210225-Large-0FT_transformer-L11,gbb-pd,T19-W-5,1,0,39,1,0.040837696335078534,1,-0.14228790181838646
20210225-Large-0FT_transformer-L11,gbb-pd,T19-W-6,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T20-W-1,2,1,8,1,0.008385744234800839,0.5,0.4707821434743731
20210225-Large-0FT_transformer-L11,gbb-pd,T20-W-2,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T20-W-3,1,1,15,0,0.015723270440251572,0,0.9452165190144496
20210225-Large-0FT_transformer-L11,gbb-pd,T20-W-4,1,1,13,0,0.013626834381551363,0,0.9525209831458563
20210225-Large-0FT_transformer-L11,gbb-pd,T20-W-5,1,0,17,1,0.01780104712041885,1,-0.062022931561860783
20210225-Large-0FT_transformer-L11,gbb-pd,T20-W-6,1,1,31,0,0.03249475890985325,0,0.8867808059631959
20210225-Large-0FT_transformer-L11,gbb-pd,T21-W-1,1,0,19,1,0.019895287958115182,1,-0.06931974703972665
20210225-Large-0FT_transformer-L11,gbb-pd,T21-W-2,2,2,56,0,0.05876180482686254,0,0.7952603925727847
20210225-Large-0FT_transformer-L11,gbb-pd,T21-W-3,1,1,64,0,0.06708595387840671,0,0.7662571477949851
20210225-Large-0FT_transformer-L11,gbb-pd,T21-W-4,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T21-W-5,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T21-W-6,1,1,11,0,0.011530398322851153,0,0.959825447277263
20210225-Large-0FT_transformer-L11,gbb-pd,T22-W-1,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T22-W-2,1,1,52,0,0.05450733752620545,0,0.8100839325834254
20210225-Large-0FT_transformer-L11,gbb-pd,T22-W-3,1,1,10,0,0.010482180293501049,0,0.9634776793429665
20210225-Large-0FT_transformer-L11,gbb-pd,T22-W-4,3,1,15,2,0.015723270440251572,0.6666666666666667,0.27854985234778284
20210225-Large-0FT_transformer-L11,gbb-pd,T22-W-5,2,2,11,0,0.011542497376705142,0,0.9597832913982256
20210225-Large-0FT_transformer-L11,gbb-pd,T22-W-6,1,0,11,1,0.011518324607329843,1,-0.04013248512826295
20210225-Large-0FT_transformer-L11,gbb-pd,T23-W-1,1,1,54,0,0.05660377358490566,0,0.8027794684520186
20210225-Large-0FT_transformer-L11,gbb-pd,T23-W-2,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T23-W-3,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
20210225-Large-0FT_transformer-L11,gbb-pd,T23-W-4,1,0,15,1,0.015706806282722512,1,-0.05472611608399491
20210225-Large-0FT_transformer-L11,gbb-pd,T23-W-5,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T23-W-6,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-1,1,1,65,0,0.06813417190775681,0,0.7626049157292818
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-10,2,0,4,2,0.004188481675392671,1,-0.014593630955731962
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-11,1,1,8,0,0.008385744234800839,0,0.9707821434743731
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-12,1,1,5,0,0.005241090146750524,0,0.9817388396714832
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-13,1,1,7,0,0.007337526205450734,0,0.9744343755400765
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-14,2,2,7,0,0.007345225603357817,0,0.9744075490715981
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-2,1,1,92,0,0.09643605870020965,0,0.6639946499552911
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-3,1,1,157,0,0.16457023060796647,0,0.4265995656845728
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-4,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-5,1,0,0,1,0,1,0
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-6,1,1,12,0,0.012578616352201259,0,0.9561732152115597
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-7,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-8,2,2,23,0,0.024134312696747113,0,0.915910518378108
20210225-Large-0FT_transformer-L11,gbb-pd,T24-W-9,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
20210225-Large-0FT_transformer-L11,gbb-pd,T25-W-1,1,1,19,0,0.019916142557651992,0,0.9306075907516362
20210225-Large-0FT_transformer-L11,gbb-pd,T25-W-2,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T25-W-3,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T25-W-4,2,2,4,0,0.004197271773347324,0,0.9853757423266275
20210225-Large-0FT_transformer-L11,gbb-pd,T25-W-5,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
20210225-Large-0FT_transformer-L11,gbb-pd,T25-W-6,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T26-W-1,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T26-W-2,1,1,8,0,0.008385744234800839,0,0.9707821434743731
20210225-Large-0FT_transformer-L11,gbb-pd,T26-W-3,1,1,13,0,0.013626834381551363,0,0.9525209831458563
20210225-Large-0FT_transformer-L11,gbb-pd,T26-W-4,1,1,5,0,0.005241090146750524,0,0.9817388396714832
20210225-Large-0FT_transformer-L11,gbb-pd,T27-W-1,1,1,10,0,0.010482180293501049,0,0.9634776793429665
20210225-Large-0FT_transformer-L11,gbb-pd,T27-W-2,1,1,7,0,0.007337526205450734,0,0.9744343755400765
20210225-Large-0FT_transformer-L11,gbb-pd,T27-W-3,1,1,9,0,0.009433962264150943,0,0.9671299114086698
20210225-Large-0FT_transformer-L11,gbb-pd,T27-W-4,1,1,25,0,0.02620545073375262,0,0.908694198357416
20210225-Large-0FT_transformer-L11,gbb-pd,T27-W-5,1,1,9,0,0.009433962264150943,0,0.9671299114086698
20210225-Large-0FT_transformer-L11,gbb-pd,T27-W-6,1,1,47,0,0.049266247379454925,0,0.8283450929119421
20210225-Large-0FT_transformer-L11,gbb-pd,T28-W-1,2,2,5,0,0.005246589716684155,0,0.9817196779082843
20210225-Large-0FT_transformer-L11,gbb-pd,T28-W-2,1,1,12,0,0.012578616352201259,0,0.9561732152115597
20210225-Large-0FT_transformer-L11,gbb-pd,T28-W-3,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T28-W-4,1,0,2,1,0.0020942408376963353,1,-0.00729681547786587
20210225-Large-0FT_transformer-L11,gbb-pd,T29-W-1,1,1,14,0,0.014675052410901468,0,0.948868751080153
20210225-Large-0FT_transformer-L11,gbb-pd,T29-W-2,1,1,12,0,0.012578616352201259,0,0.9561732152115597
20210225-Large-0FT_transformer-L11,gbb-pd,T29-W-3,1,1,10,0,0.010482180293501049,0,0.9634776793429665
20210225-Large-0FT_transformer-L11,gbb-pd,T29-W-4,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T29-W-5,1,1,22,0,0.023060796645702306,0,0.9196508945545261
20210225-Large-0FT_transformer-L11,gbb-pd,T29-W-6,1,1,36,0,0.03773584905660377,0,0.8685196456346791
20210225-Large-0FT_transformer-L11,gbb-pd,T30-W-1,1,0,4,1,0.004188481675392671,1,-0.014593630955731962
20210225-Large-0FT_transformer-L11,gbb-pd,T30-W-2,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T30-W-3,1,1,21,0,0.0220125786163522,0,0.9233031266202295
20210225-Large-0FT_transformer-L11,gbb-pd,T30-W-4,1,0,18,1,0.018848167539267015,1,-0.06567133930079372
20210225-Large-0FT_transformer-L11,gbb-pd,T30-W-5,1,1,7,0,0.007337526205450734,0,0.9744343755400765
20210225-Large-0FT_transformer-L11,gbb-pd,T30-W-6,2,2,8,0,0.008394543546694649,0,0.970751484653255
20210225-Large-0FT_transformer-L11,gbb-pd,T31-W-1,2,2,2,0,0.002098635886673662,0,0.9926878711633137
20210225-Large-0FT_transformer-L11,gbb-pd,T31-W-2,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
20210225-Large-0FT_transformer-L11,gbb-pd,T31-W-3,2,2,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T31-W-4,1,1,35,0,0.03668763102725367,0,0.8721718777003824
20210225-Large-0FT_transformer-L11,gbb-pd,T31-W-5,1,0,11,1,0.011518324607329843,1,-0.04013248512826295
20210225-Large-0FT_transformer-L11,gbb-pd,T31-W-6,1,0,5,1,0.005235602094240838,1,-0.018242038694664897
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-1,2,2,18,0,0.01888772298006296,0,0.9341908404698236
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-10,3,3,15,0,0.015756302521008403,0,0.9451014276678413
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-11,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-12,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-13,1,1,9,0,0.009433962264150943,0,0.9671299114086698
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-14,1,1,28,0,0.029350104821802937,0,0.897737502160306
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-15,2,2,90,0,0.0944386149003148,0,0.6709542023491182
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-16,1,1,55,0,0.057651991614255764,0,0.7991272363863153
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-17,2,2,7,0,0.007345225603357817,0,0.9744075490715981
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-18,1,1,10,0,0.010482180293501049,0,0.9634776793429665
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-19,1,1,18,0,0.018867924528301886,0,0.9342598228173395
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-2,1,1,12,0,0.012578616352201259,0,0.9561732152115597
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-20,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-21,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-22,3,3,13,0,0.01365546218487395,0,0.9524212373121291
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-23,2,2,34,0,0.035676810073452254,0,0.8756938097763336
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-24,1,1,7,0,0.007337526205450734,0,0.9744343755400765
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-3,1,1,55,0,0.057651991614255764,0,0.7991272363863153
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-4,2,2,77,0,0.080797481636936,0,0.718483039787579
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-5,1,1,21,0,0.0220125786163522,0,0.9233031266202295
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-6,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-7,3,3,4,0,0.004201680672268907,0,0.9853603807114244
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-8,1,1,38,0,0.039832285115303984,0,0.8612151815032724
20210225-Large-0FT_transformer-L11,gbb-pd,T33-W-9,1,1,8,0,0.008385744234800839,0,0.9707821434743731
20210225-Large-0FT_transformer-L11,gbb-pd,T34-W-10,1,1,19,0,0.019916142557651992,0,0.9306075907516362
20210225-Large-0FT_transformer-L11,gbb-pd,T34-W-11,3,3,15,0,0.015756302521008403,0,0.9451014276678413
20210225-Large-0FT_transformer-L11,gbb-pd,T34-W-12,3,3,4,0,0.004201680672268907,0,0.9853603807114244
20210225-Large-0FT_transformer-L11,gbb-pd,T34-W-7,1,1,9,0,0.009433962264150943,0,0.9671299114086698
20210225-Large-0FT_transformer-L11,gbb-pd,T34-W-8,2,2,2,0,0.002098635886673662,0,0.9926878711633137
20210225-Large-0FT_transformer-L11,gbb-pd,T34-W-9,1,0,2,1,0.0020942408376963353,1,-0.00729681547786587
20210225-Large-0FT_transformer-L11,gbb-pd,T35-W-1,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T35-W-2,1,1,5,0,0.005241090146750524,0,0.9817388396714832
20210225-Large-0FT_transformer-L11,gbb-pd,T35-W-3,1,1,8,0,0.008385744234800839,0,0.9707821434743731
20210225-Large-0FT_transformer-L11,gbb-pd,T35-W-4,2,2,37,0,0.03882476390346275,0,0.8647256165213042
20210225-Large-0FT_transformer-L11,gbb-pd,T36-W-3,8,8,16,0,0.01689545934530095,0,0.9411323439800464
20210225-Large-0FT_transformer-L11,gbb-pd,T36-W-4,2,2,39,0,0.040923399790136414,0,0.8574134876846179
20210225-Large-0FT_transformer-L11,gbb-pd,T36-W-5,1,1,41,0,0.0429769392033543,0,0.8502584853061623
20210225-Large-0FT_transformer-L11,gbb-pd,T36-W-6,1,1,8,0,0.008385744234800839,0,0.9707821434743731
20210225-Large-0FT_transformer-L11,gbb-pd,T37-W-1,1,1,15,0,0.015723270440251572,0,0.9452165190144496
20210225-Large-0FT_transformer-L11,gbb-pd,T37-W-10,1,0,4,1,0.004188481675392671,1,-0.014593630955731962
20210225-Large-0FT_transformer-L11,gbb-pd,T37-W-11,1,1,17,0,0.01781970649895178,0,0.937912054883043
20210225-Large-0FT_transformer-L11,gbb-pd,T37-W-12,1,1,19,0,0.019916142557651992,0,0.9306075907516362
20210225-Large-0FT_transformer-L11,gbb-pd,T37-W-2,1,1,38,0,0.039832285115303984,0,0.8612151815032724
20210225-Large-0FT_transformer-L11,gbb-pd,T37-W-3,1,1,19,0,0.019916142557651992,0,0.9306075907516362
20210225-Large-0FT_transformer-L11,gbb-pd,T37-W-4,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
20210225-Large-0FT_transformer-L11,gbb-pd,T37-W-5,1,1,97,0,0.10167714884696016,0,0.6457334896267743
20210225-Large-0FT_transformer-L11,gbb-pd,T37-W-6,1,1,68,0,0.07127882599580712,0,0.7516482195321716
20210225-Large-0FT_transformer-L11,gbb-pd,T37-W-7,2,2,7,0,0.007345225603357817,0,0.9744075490715981
20210225-Large-0FT_transformer-L11,gbb-pd,T37-W-8,3,2,10,1,0.01049317943336831,0.33333333333333337,0.6301060224832353
20210225-Large-0FT_transformer-L11,gbb-pd,T37-W-9,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T38-W-1,1,1,12,0,0.012578616352201259,0,0.9561732152115597
20210225-Large-0FT_transformer-L11,gbb-pd,T38-W-2,1,1,57,0,0.059748427672955975,0,0.7918227722549086
20210225-Large-0FT_transformer-L11,gbb-pd,T38-W-3,4,4,139,0,0.14616193480546794,0,0.49073829095198784
20210225-Large-0FT_transformer-L11,gbb-pd,T38-W-4,1,1,69,0,0.07232704402515723,0,0.7479959874664683
20210225-Large-0FT_transformer-L11,gbb-pd,T38-W-5,3,3,5,0,0.005252100840336135,0,0.9817004758892804
20210225-Large-0FT_transformer-L11,gbb-pd,T38-W-6,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T39-W-1,6,3,41,3,0.0430672268907563,0.5,0.3499439022920996
20210225-Large-0FT_transformer-L11,gbb-pd,T39-W-10,8,8,27,0,0.028511087645195353,0,0.9006608304663283
20210225-Large-0FT_transformer-L11,gbb-pd,T39-W-11,2,2,11,0,0.011542497376705142,0,0.9597832913982256
20210225-Large-0FT_transformer-L11,gbb-pd,T39-W-12,4,4,21,0,0.022082018927444796,0,0.9230611806474226
20210225-Large-0FT_transformer-L11,gbb-pd,T39-W-2,13,13,89,0,0.09447983014861996,0,0.6708105989696291
20210225-Large-0FT_transformer-L11,gbb-pd,T39-W-3,4,4,27,0,0.028391167192429023,0,0.9010786608324005
20210225-Large-0FT_transformer-L11,gbb-pd,T39-W-4,11,10,11,1,0.01164021164021164,0.09090909090909094,0.8685337415803365
20210225-Large-0FT_transformer-L11,gbb-pd,T39-W-5,8,5,13,3,0.01368421052631579,0.375,0.5773210714959441
20210225-Large-0FT_transformer-L11,gbb-pd,T39-W-6,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
20210225-Large-0FT_transformer-L11,gbb-pd,T39-W-7,6,6,11,0,0.011591148577449948,0,0.9596137794546986
20210225-Large-0FT_transformer-L11,gbb-pd,T39-W-8,1,1,9,0,0.009433962264150943,0,0.9671299114086698
20210225-Large-0FT_transformer-L11,gbb-pd,T39-W-9,1,1,5,0,0.005241090146750524,0,0.9817388396714832
20210225-Large-0FT_transformer-L11,gbb-pd,T40-W-1,1,1,13,0,0.013626834381551363,0,0.9525209831458563
20210225-Large-0FT_transformer-L11,gbb-pd,T40-W-2,5,5,16,0,0.016842105263157894,0,0.9413182418411621
20210225-Large-0FT_transformer-L11,gbb-pd,T40-W-3,1,1,19,0,0.019916142557651992,0,0.9306075907516362
20210225-Large-0FT_transformer-L11,gbb-pd,T40-W-4,2,1,7,1,0.007337526205450734,0.5,0.4744343755400765
20210225-Large-0FT_transformer-L11,gbb-pd,T40-W-5,3,3,23,0,0.02415966386554622,0,0.91582218909069
20210225-Large-0FT_transformer-L11,gbb-pd,T40-W-6,4,4,53,0,0.05573080967402734,0,0.8058210749673047
